Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Years until sold
100010,2010,10/25/2010,Seymour,150 ROOSEVELT DR,146720,129990.0,1.128702208,Single Family,Single Family,0
100023,2010,12/6/2010,Woodbridge,533 AMITY ROAD,230300,255000.0,0.903137255,Single Family,Single Family,0
100098,2010,7/28/2011,Tolland,145 COOK ROAD,306600,490000.0,0.625714286,Single Family,Single Family,1
100004,2010,10/12/2010,Windham,18 WHITING ST,132530,115000.0,1.152434783,Single Family,Single Family,0
10588,2010,7/19/2011,Wethersfield,29 DOGWOOD RD,154400,174500.0,0.884813754,Single Family,Single Family,1
100132,2010,7/28/2011,Suffield,570 BRIDGE ST,78400,280000.0,0.28,Single Family,Single Family,1
100058,2010,6/2/2011,Middlebury,310 KELLY RD,189000,310000.0,0.609677419,Single Family,Single Family,1
10024,2010,11/30/2010,Burlington,280 SPIELMAN HWY,211400,290000.0,0.728965517,Nan,Nan,0
10274,2010,5/24/2011,Southington,59 MEADOW LN,135030,163900.0,0.82385601,Single Family,Single Family,1
100098,2010,2/16/2011,Avon,6 OVERLOOK COURT,158080,89250.0,1.771204482,Condo,Condo,1
10303,2010,11/24/2010,Orange,43 SKYVIEW RD,215300,350000.0,0.615142857,Nan,Nan,0
100020,2010,10/18/2010,Middletown,95 KNOLL RIDGE CT,410820,638000.0,0.643918495,Single Family,Single Family,0
100169,2010,4/6/2011,Trumbull,344 DAYTON ROAD,498800,452000.0,1.103539823,Single Family,Single Family,1
10245,2010,9/29/2011,Wilton,25 KINGS LANE,571830,850000.0,0.672741176,Single Family,Single Family,1
100018,2010,11/16/2010,Plymouth,70 HIGH ST,118840,110000.0,1.080363636,Condo,Condo,0
10093,2010,11/23/2010,New Haven,47 ATWATER STREET,142800,128000.0,1.115625,Two Family,Two Family,0
10031,2010,10/22/2010,Southington,89 CREST RD,252840,355000.0,0.712225352,Single Family,Single Family,0
100053,2010,10/29/2010,Stratford,BOAT SLIP 6 HARBOUR VIEW PLACE,17850,33000.0,0.540909091,Condo,Condo,0
100312,2010,6/13/2011,Norwich,236 SALEM TPK,131000,65000.0,2.015384615,Single Family,Single Family,1
100145,2010,6/30/2011,Cromwell,4 GOODRICH AVENUE,192720,263000.0,0.732775665,Single Family,Single Family,1
10171,2010,7/22/2011,Bloomfield,24 BARN HILL RD,154280,232000.0,0.665,Single Family,Single Family,1
100263,2010,8/1/2011,Cheshire,73 WOLF HILL CT,286900,334500.0,0.857698057,Single Family,Single Family,1
100043,2010,12/8/2010,Guilford,68 SPRUCE HILL DR,514350,765000.0,0.672352941,Single Family,Single Family,0
100096,2010,9/26/2011,Redding,161 UMPAWAUG RD,393300,365000.0,1.077534247,Single Family,Single Family,1
100380,2010,4/26/2011,West Hartford,124 MAYFLOWER STREET,93300,85000.0,1.097647059,Single Family,Single Family,1
100136,2010,5/6/2011,Stonington,4 SQUIRE DR,482600,499000.0,0.967134269,Single Family,Single Family,1
100082,2010,4/20/2011,Wolcott,97 FOREST VIEW DR.,161520,222500.0,0.725932584,Single Family,Single Family,1
100287,2010,1/3/2011,Stamford,88 SANFORD LANE,459860,500000.0,0.91972,Single Family,Single Family,1
100657,2010,4/19/2011,Waterbury,41 PLEASANT ST,92690,2000.0,46.345,Two Family,Two Family,1
100014,2010,10/22/2010,Stonington,54 HIGH RIDGE DR,402200,494000.0,0.81417004,Single Family,Single Family,0
100374,2010,6/30/2011,Enfield,1053 ENFIELD ST,237790,312800.0,0.76019821,Single Family,Single Family,1
100051,2010,11/22/2010,Berlin,77 ELIZABETH RD,214400,333000.0,0.643843844,Single Family,Single Family,0
100240,2010,12/9/2010,Waterbury,97 HADDAD RD,152480,134000.0,1.137910448,Single Family,Single Family,0
100514,2010,3/3/2011,Waterbury,218 OAKVILLE ST #E,62590,35000.0,1.788285714,Condo,Condo,1
100471,2010,4/21/2011,Norwalk,8 BARCLAY CT,476630,835000.0,0.570814371,Single Family,Single Family,1
100944,2010,7/8/2011,Waterbury,47 BLUE RIDGE DR EXT,176800,378190.0,0.467489886,Single Family,Single Family,1
100057,2010,12/13/2010,Vernon,21 CHELSEA RIDGE,200650,257500.0,0.779223301,Single Family,Single Family,0
10356,2010,4/12/2011,Hartford,109 NEWINGTON AV,46509,165000.0,0.281872727,Single Family,Single Family,1
100252,2010,2/8/2011,West Hartford,14 LAWLER RD,185400,325000.0,0.570461538,Single Family,Single Family,1
100836,2010,6/6/2011,Waterbury,350 BRISTOL ST #B7,109680,115000.0,0.95373913,Condo,Condo,1
100114,2010,1/28/2011,Branford,47 PEDDLARS DR,116500,120000.0,0.970833333,Condo,Condo,1
10012,2010,10/14/2010,South Windsor,800 BURNHAM ST,137480,139000.0,0.989064748,Single Family,Single Family,0
10116,2010,9/29/2011,Winchester,656 E WAKEFIELD BLVD,322670,465000.0,0.693913978,Single Family,Single Family,1
100022,2010,10/22/2010,Newtown,10 DEERFIELD DRIVE,254830,100000.0,2.5483,Single Family,Single Family,0
100288,2010,3/2/2011,West Hartford,1028 FARMINGTON AVENUE #G1,302100,350000.0,0.863142857,Condo,Condo,1
100076,2010,10/25/2010,Waterbury,79 ALBION ST,94840,40000.0,2.371,Single Family,Single Family,0
10215,2010,1/20/2011,New Haven,73 WOLCOTT STREET,118230,47500.0,2.489052632,Two Family,Two Family,1
10149,2010,2/3/2011,Southington,GETTYSBURG VILLAGE 4D,71680,100000.0,0.7168,Condo,Condo,1
100765,2010,8/9/2011,Norwalk,32 CREST RD,755440,1700000.0,0.444376471,Single Family,Single Family,1
10173,2010,9/27/2011,Seymour,43 GARDEN STREET,125790,169000.0,0.744319527,Single Family,Single Family,1
100735,2010,8/30/2011,West Hartford,43 WESTFIELD ROAD,180000,330000.0,0.545454545,Single Family,Single Family,1
100214,2010,6/3/2011,Windsor,155 CARRIAGE WAY,241080,335000.0,0.719641791,Single Family,Single Family,1
100011,2010,10/6/2010,East Hartford,102 O'CONNELL DR,148700,176000.0,0.844886364,Single Family,Single Family,0
100044,2010,5/31/2011,Washington,71 CALHOUN HILL RD,512210,450000.0,1.138244444,Nan,Nan,1
100337,2010,1/11/2011,Waterbury,62 PIERPONT RD #D3,86590,55000.0,1.574363636,Condo,Condo,1
100121,2010,1/20/2011,Torrington,134 SANTAMARIA DR,138390,185000.0,0.748054054,Single Family,Single Family,1
10834,2010,4/20/2011,Bridgeport,174 WILMOT AVENUE,217670,191900.0,1.134288692,Two Family,Two Family,1
10546,2010,7/25/2011,New Haven,864 WHALLEY AVENUE,278110,325000.0,0.855723077,Nan,Nan,1
100128,2010,11/12/2010,Stamford,85 LINDALE STREET #6,214260,240500.0,0.890893971,Condo,Condo,0
10553,2010,7/27/2011,New Haven,3 WEST ROCK AVENUE,240870,315500.0,0.763454834,Two Family,Two Family,1
100327,2010,8/1/2011,Torrington,231 HILLSIDE AVE,40020,81000.0,0.494074074,Nan,Nan,1
100083,2010,5/16/2011,Weston,16 SUNSET DRIVE,557200,827000.0,0.67376058,Single Family,Single Family,1
100038,2010,2/8/2011,Granby,14 DEERWOOD DR,144760,143000.0,1.012307692,Single Family,Single Family,1
100019,2010,12/2/2010,Lebanon,CONGDON RD,6380,9400.0,0.678723404,Nan,Nan,0
100228,2010,3/1/2011,Bristol,49 HARTFORD AVE,135940,185500.0,0.732830189,Single Family,Single Family,1
10034,2010,1/31/2011,East Haddam,12 LAKE SHORE DR,93570,123000.0,0.760731707,Single Family,Single Family,1
101047,2010,8/3/2011,Waterbury,78 GREYSTONE RD,42790,60000.0,0.713166667,Nan,Nan,1
100227,2010,7/29/2011,Simsbury,2 TANAGER CIRCLE,113790,141980.0,0.801450909,Condo,Condo,1
100150,2010,8/16/2011,Mansfield,493 WOODLAND RD,188720,250000.0,0.75488,Single Family,Single Family,1
100604,2010,7/7/2011,West Hartford,15 TIMBERWOOD RD,206300,220000.0,0.937727273,Condo,Condo,1
100247,2010,4/27/2011,Newington,20 WOODSEDGE DR #4B,81620,118000.0,0.691694915,Condo,Condo,1
100101,2010,8/1/2011,Putnam,42 FAIRMOUNT STREET,95400,150000.0,0.636,Single Family,Single Family,1
100747,2010,5/18/2011,Waterbury,88 BIRCH ST,108370,31000.0,3.495806452,Single Family,Single Family,1
10465,2010,1/6/2011,Bridgeport,496-498 GARFIELD AVENUE,219410,91500.0,2.397923497,Two Family,Two Family,1
100089,2010,9/14/2011,Somers,119 COLTON ROAD,214500,295000.0,0.727118644,Single Family,Single Family,1
100022,2010,11/8/2010,Suffield,NORTH STONE ST,480,80000.0,0.006,Nan,Nan,0
100301,2010,8/10/2011,Trumbull,22 HAWTHORNE CIRCLE,270500,350000.0,0.772857143,Condo,Condo,1
100292,2010,9/30/2011,Berlin,6 DAYL DR,160200,200000.0,0.801,Single Family,Single Family,1
10001,2010,10/26/2010,Willington,218 VILLAGE HILL RD,190050,259900.0,0.731242786,Single Family,Single Family,0
100776,2010,9/19/2011,West Hartford,115 WALBRIDGE ROAD,393900,619000.0,0.63634895,Single Family,Single Family,1
100190,2010,5/31/2011,Guilford,12 RIVER COLONY,143990,170000.0,0.847,Condo,Condo,1
10119,2010,6/27/2011,Seymour,48 ROBERTS STREET,125790,138000.0,0.911521739,Single Family,Single Family,1
100149,2010,7/1/2011,Cromwell,2 BONNIE BRIAR,283890,440000.0,0.645204545,Single Family,Single Family,1
100107,2010,1/19/2011,Branford,14 RIVER WALK,0,432646.0,0.0,Single Family,Single Family,1
100010,2010,10/28/2010,Westbrook,43 DOLPHIN AVE,227390,270000.0,0.842185185,Single Family,Single Family,0
10261,2010,9/14/2011,Madison,9 DOE LANE,557000,710000.0,0.784507042,Single Family,Single Family,1
100277,2010,7/29/2011,Naugatuck,158 MARGARET CIR,209810,255000.0,0.822784314,Single Family,Single Family,1
10194,2010,9/23/2011,Brookfield,20 CANTERBURY COURT,145005,185000.0,0.783810811,Condo,Condo,1
100084,2010,6/15/2011,Westbrook,17 JAKOBS LANDING,347580,445000.0,0.781078652,Single Family,Single Family,1
100141,2010,6/9/2011,Wilton,149 DUDLEY ROAD,1641570,2150000.0,0.76352093,Single Family,Single Family,1
100827,2010,6/23/2011,Stamford,637 COVE ROAD #C9,147630,140000.0,1.0545,Condo,Condo,1
100334,2010,7/18/2011,Newington,211 RESERVOIR ROAD,138180,82000.0,1.685121951,Single Family,Single Family,1
100065,2010,2/18/2011,Suffield,1828 SPRUCE ST,179830,239700.0,0.750229453,Single Family,Single Family,1
100311,2010,5/5/2011,Meriden,92 TWISS ST,127110,99000.0,1.283939394,Single Family,Single Family,1
100325,2010,3/28/2011,West Hartford,78 LEMAY STREET,245200,375000.0,0.653866667,Single Family,Single Family,1
100133,2010,9/1/2011,Griswold,49 GRISWOLD DR,169750,168000.0,1.010416667,Single Family,Single Family,1
100455,2010,2/18/2011,Waterbury,30 ADELAIDE AVE,108590,40000.0,2.71475,Single Family,Single Family,1
10125,2010,6/29/2011,Monroe,19 WELLS RD,235550,281000.0,0.838256228,Single Family,Single Family,1
100147,2010,5/23/2011,Stonington,25 SKIFF LA,469000,51111.0,9.176106905,Single Family,Single Family,1
100357,2010,1/20/2011,Waterbury,49 ASHLEY ST,125750,8500.0,14.79411765,Three Family,Three Family,1
101318,2010,8/15/2011,Bridgeport,80 ALEXANDER AVENUE,131900,140000.0,0.942142857,Single Family,Single Family,1
100354,2010,10/29/2010,Wethersfield,KIMBERLY LN,90700,108750.0,0.834022989,Nan,Nan,0
10294,2010,8/2/2011,South Windsor,495 ABBE RD,58800,85000.0,0.691764706,Nan,Nan,1
100289,2010,6/23/2011,Shelton,7 BEECH TREE HILL RD,474390,690000.0,0.687521739,Single Family,Single Family,1
10432,2010,5/19/2011,Hartford,27 HAMILTON ST,48944,60000.0,0.815733333,Two Family,Two Family,1
100043,2010,12/13/2010,Old Saybrook,88 SANDY POINT RD,214300,310000.0,0.691290323,Condo,Condo,0
100211,2010,2/14/2011,Bristol,30 PIERCE ST,128590,126321.0,1.017962176,Single Family,Single Family,1
100233,2010,3/30/2011,Newington,27 STYLES AVENUE,151240,190000.0,0.796,Single Family,Single Family,1
100574,2010,8/15/2011,Stratford,53 HOLLISTER ST,151200,181000.0,0.835359116,Single Family,Single Family,1
100229,2010,8/1/2011,Simsbury,8 FAIRCHILD ROAD,149720,210000.0,0.712952381,Single Family,Single Family,1
100388,2010,3/25/2011,Norwalk,111 WINFIELD ST,239050,225000.0,1.062444444,Single Family,Single Family,1
100088,2010,1/26/2011,Vernon,214 MERLINE RD,189580,272000.0,0.696985294,Single Family,Single Family,1
100030,2010,10/15/2010,Stratford,571 BIRDSEYE ST,117110,111000.0,1.055045045,Single Family,Single Family,0
100537,2010,9/28/2011,Meriden,11 ABBEY PARK,126590,163000.0,0.776625767,Condo,Condo,1
100192,2010,6/27/2011,Simsbury,47 PINE GLEN ROAD,245570,377500.0,0.650516556,Single Family,Single Family,1
100123,2010,1/26/2011,Torrington,187 LOVERS LN U79,87570,130000.0,0.673615385,Condo,Condo,1
100251,2010,5/2/2011,Norwich,1524 OLD POND LANE,101000,105000.0,0.961904762,Condo,Condo,1
10506,2010,5/2/2011,Wethersfield,521-523 JORDAN LN,160800,40000.0,4.02,Two Family,Two Family,1
100128,2010,12/13/2010,New Britain,44 BEDFORD ST,105980,157000.0,0.675031847,Single Family,Single Family,0
10035,2010,7/5/2011,Chester,279 WEST MAIN ST,187280,308000.0,0.608051948,Single Family,Single Family,1
10731,2010,3/24/2011,Bridgeport,64 LEE AVENUE,138480,68900.0,2.009869376,Two Family,Two Family,1
10111,2010,5/2/2011,Plainfield,11 BAZINET LN,150360,204900.0,0.733821376,Single Family,Single Family,1
100053,2010,11/8/2010,Meriden,244 CROWN VILLAGE,31720,2500.0,12.688,Condo,Condo,0
100117,2010,3/7/2011,New London,416 PEQUOT AVE,565880,650000.0,0.870584615,Single Family,Single Family,1
100171,2010,6/29/2011,Waterford,567 VAUXHALL ST EXT #101,25900,40000.0,0.6475,Nan,Nan,1
100179,2010,3/16/2011,Norwich,148 HANSEN RD,145000,190000.0,0.763157895,Single Family,Single Family,1
100141,2010,11/29/2010,Norwalk,1 DEVON AVE,254730,235000.0,1.083957447,Single Family,Single Family,0
10531,2010,6/30/2011,Hartford,59-61 BODWELL ST,56926,65000.0,0.875784615,Two Family,Two Family,1
100298,2010,6/27/2011,Shelton,138 KYLES WAY,0,384515.0,0.0,Condo,Condo,1
10605,2010,8/31/2011,Wethersfield,27 STILLMAN WALK,180300,276801.0,0.651370479,Condo,Condo,1
10601,2010,8/3/2011,Hartford,130 MAIN ST UNIT D1,39809,69900.0,0.569513591,Condo,Condo,1
10020,2010,1/5/2011,New Hartford,511 CEDAR LANE,286125,305000.0,0.938114754,Single Family,Single Family,1
10230,2010,6/29/2011,Ridgefield,298 DANBURY ROAD,963080,1150000.0,0.83746087,Single Family,Single Family,1
100405,2010,8/22/2011,Newington,151 WINDMILL LANE,209410,295000.0,0.709864407,Single Family,Single Family,1
10480,2010,6/24/2011,New Haven,196 CROWN STREET #407,87850,154000.0,0.570454545,Condo,Condo,1
100123,2010,12/10/2010,New Britain,24 CONNECTICUT AVE,168000,20000.0,8.4,Three Family,Three Family,0
100033,2010,4/4/2011,Beacon Falls,25 AVE B,163600,209000.0,0.78277512,Single Family,Single Family,1
100011,2010,11/22/2010,Middlebury,764 CHARCOAL AVE,286800,345000.0,0.831304348,Single Family,Single Family,0
100064,2010,4/7/2011,Prospect,15 WOODCREST DR,193060,280000.0,0.6895,Single Family,Single Family,1
100400,2010,4/26/2011,Danbury,9 HARVARD RD,201400,209100.0,0.963175514,Single Family,Single Family,1
100163,2010,3/2/2011,Shelton,25 SUMMIT RIDGE RD,488600,512000.0,0.954296875,Single Family,Single Family,1
10796,2010,4/11/2011,Bridgeport,1281 IRANISTAN AVENUE,141370,127000.0,1.113149606,Two Family,Two Family,1
100063,2010,12/6/2010,Farmington,20 SHERMAN AV,259400,499900.0,0.518903781,Single Family,Single Family,0
10119,2010,2/25/2011,Ridgefield,14 CRESCENT DRIVE,324170,440000.0,0.73675,Single Family,Single Family,1
100146,2010,8/15/2011,Mansfield,34 HUNTING LODGE RD,138110,225000.0,0.613822222,Single Family,Single Family,1
10061,2010,1/11/2011,Darien,2 CHESTER ROAD,733040,930000.0,0.788215054,Single Family,Single Family,1
100765,2010,5/23/2011,Waterbury,581 MERIDEN RD,82410,26500.0,3.109811321,Single Family,Single Family,1
10422,2010,8/25/2011,Southington,322 BELLEVIEW AVE,150290,265000.0,0.567132075,Single Family,Single Family,1
10146,2010,4/11/2011,Southbury,187 EAGLE VIEW RD,209580,190000.0,1.103052632,Nan,Nan,1
10091,2010,11/23/2010,New Haven,32 MORRIS STREET,181510,54450.0,3.333516988,Three Family,Three Family,0
10151,2010,4/14/2011,Southbury,81 B HERITAGE VLG,86860,74000.0,1.173783784,Condo,Condo,1
100146,2010,4/5/2011,Newtown,43 HOSEYE COACH ROAD,177980,1425000.0,0.124898246,Nan,Nan,1
100036,2010,11/2/2010,Torrington,192 SHIRLEY RD,164870,230000.0,0.716826087,Single Family,Single Family,0
100024,2010,12/30/2010,Lebanon,190 DEEPWOOD DR,244860,467000.0,0.524325482,Single Family,Single Family,0
10924,2010,5/9/2011,Bridgeport,48 COLE STREET UNIT 102,7568480,26250.0,288.3230476,Nan,Nan,1
100720,2010,7/25/2011,Norwalk,23 COVEWOOD DR,459550,575000.0,0.799217391,Single Family,Single Family,1
10249,2010,12/2/2010,Bridgeport,253 BRETTON STREET,136210,185000.0,0.73627027,Single Family,Single Family,0
100080,2010,6/30/2011,Woodbury,17 HARD HILL RD,244540,373000.0,0.655603217,Single Family,Single Family,1
100169,2010,5/16/2011,New Canaan,17 JOURNEYS END ROAD,1423240,1600000.0,0.889525,Single Family,Single Family,1
100488,2010,3/18/2011,Stamford,20 MILTON STREET,343100,215000.0,1.595813953,Single Family,Single Family,1
100212,2010,12/2/2010,Waterbury,86 SHERMAN AVE,31180,38000.0,0.820526316,Condo,Condo,0
100054,2010,11/19/2010,Norwich,453 HARLAND RD,160000,183000.0,0.87431694,Single Family,Single Family,0
100794,2010,6/1/2011,Waterbury,366 SCHRAFFTS DR #209,37510,14000.0,2.679285714,Condo,Condo,1
100026,2010,11/12/2010,New London,280 CRYSTAL AVENUE,107870,103000.0,1.047281553,Single Family,Single Family,0
100580,2010,7/19/2011,Danbury,2005 HEARTWOOD LA,206700,267000.0,0.774157303,Condo,Condo,1
100254,2010,9/2/2011,Killingly,259 MECHANIC ST,154490,58500.0,2.640854701,Nan,Nan,1
100271,2010,8/9/2011,Newtown,76 JEREMIAH ROAD,136120,120000.0,1.134333333,Nan,Nan,1
101011,2010,7/29/2011,Waterbury,58 MOHAWK ST,109540,111000.0,0.986846847,Single Family,Single Family,1
100167,2010,9/20/2011,Wolcott,69 HEMPLE DR,270570,270000.0,1.002111111,Single Family,Single Family,1
100174,2010,6/24/2011,Vernon,27 RIVER ST,88580,85000.0,1.042117647,Two Family,Two Family,1
10235,2010,6/30/2011,Ridgefield,36 GOLF LANE,648310,670000.0,0.967626866,Single Family,Single Family,1
100523,2010,9/1/2011,Bristol,8 CARMELO RD,185570,230000.0,0.806826087,Single Family,Single Family,1
100677,2010,4/26/2011,Waterbury,48 SHAGBARK RD,158730,90000.0,1.763666667,Single Family,Single Family,1
10328,2010,6/2/2011,Hamden,66 CANNON ST,132160,180000.0,0.734222222,Single Family,Single Family,1
10033,2010,10/14/2010,Ridgefield,67 WALNUT HILL RD,336007,410000.0,0.819529268,Single Family,Single Family,0
100202,2010,5/2/2011,Trumbull,78 CLEMENS AVE,291200,388000.0,0.750515464,Single Family,Single Family,1
10026,2010,3/25/2011,Preston,87 SCHOOLHOUSE RD,118600,185000.0,0.641081081,Single Family,Single Family,1
10018,2010,11/29/2010,Winchester,18 COLONY DR,113190,140060.0,0.808153648,Single Family,Single Family,0
10176,2010,1/3/2011,Hartford,22 FRANKLIN AV UNIT 22C,36956,114500.0,0.322759825,Condo,Condo,1
10120,2010,12/29/2010,Glastonbury,15B BREWSTER RD,86300,119000.0,0.725210084,Condo,Condo,0
100006,2010,10/18/2010,Vernon,127 WASHINGTON ST,105570,152000.0,0.694539474,Single Family,Single Family,0
100023,2010,10/22/2010,Newtown,20 BRANDYWINE LANE,497690,785000.0,0.634,Single Family,Single Family,0
100564,2010,6/30/2011,West Hartford,26 ROBIN ROAD UNIT 3,115400,220000.0,0.524545455,Condo,Condo,1
10348,2010,7/7/2011,Southington,GETTYSBURG VILLAGE 4H,71890,110000.0,0.653545455,Condo,Condo,1
10218,2010,1/31/2011,New Haven,32 GIRARD AVENUE,147000,180000.0,0.816666667,Single Family,Single Family,1
100244,2010,9/16/2011,Vernon,5 OGDEN VIEW DR,39540,402000.0,0.098358209,Single Family,Single Family,1
10261,2010,3/1/2011,Milford,632 NEW HAVEN AVENUE,330370,850000.0,0.388670588,Nan,Nan,1
100161,2010,4/15/2011,Newtown,1 DUG HILL ROAD,371860,350000.0,1.062457143,Single Family,Single Family,1
10335,2010,4/12/2011,Milford,POR 231-235 BROADWAY,180180,2400.0,75.075,Nan,Nan,1
10216,2010,4/12/2011,Manchester,2-3 OAK FOREST DRIVE,121400,110000.0,1.103636364,Condo,Condo,1
100385,2010,3/23/2011,Norwalk,5 EAGLE RD,246750,339900.0,0.725948808,Single Family,Single Family,1
100194,2010,1/6/2011,West Hartford,28 CRANBROOK,563800,976010.0,0.577658016,Single Family,Single Family,1
100348,2010,7/26/2011,Shelton,2 SILVA DR,444080,463333.0,0.958446733,Single Family,Single Family,1
100017,2010,1/18/2011,Pomfret,34 JACKSON RD,186500,125000.0,1.492,Single Family,Single Family,1
101200,2010,10/28/2010,Cromwell,8 ROBBIE ROAD,259190,364981.0,0.710146556,Single Family,Single Family,0
10090,2010,6/30/2011,Canton,273 EASTHILL ROAD,1050,5000.0,0.21,Nan,Nan,1
100128,2010,8/25/2011,Ansonia,7 HOWARD AVE UNIT 3,109900,155000.0,0.709032258,Condo,Condo,1
100044,2010,11/29/2010,Trumbull,902 WOODLAND HILLS DR,249900,314900.0,0.793585265,Condo,Condo,0
101051,2010,8/11/2011,Stamford,106 BROOKSIDE DRIVE,283830,190000.0,1.493842105,Single Family,Single Family,1
100088,2010,7/18/2011,Old Lyme,132 & 136 NECK RD,240300,310666.0,0.773499514,Single Family,Single Family,1
100019,2010,10/4/2010,Norwalk,9 COVENTRY PL,276150,342000.0,0.80745614,Single Family,Single Family,0
100110,2010,8/22/2011,Thompson,90 LEHTINEN RD,176600,12500.0,14.128,Single Family,Single Family,1
100174,2010,11/23/2010,Waterbury,26 WHITTLSEY AVE,123800,35000.0,3.537142857,Three Family,Three Family,0
10094,2010,6/27/2011,Windsor Locks,4 DEBORAH ROAD,134400,180000.0,0.746666667,Single Family,Single Family,1
100030,2010,10/29/2010,Enfield,23 FREEMONT RD,117950,97000.0,1.215979381,Single Family,Single Family,0
100079,2010,5/31/2011,Stafford,111 STAFFORD ST,196280,299900.0,0.654484828,Single Family,Single Family,1
100668,2010,8/1/2011,West Hartford,33 WEST MAXWELL DR,242400,300000.0,0.808,Single Family,Single Family,1
100010,2010,10/26/2010,Wolcott,4 BROOKDALE ST.,154480,325000.0,0.475323077,Nan,Nan,0
100042,2010,4/4/2011,Lebanon,353 CLUBHOUSE RD,219480,268500.0,0.817430168,Single Family,Single Family,1
100133,2010,5/26/2011,Watertown,1563 LITCHFIELD RD,168700,194900.0,0.865572088,Single Family,Single Family,1
10074,2010,11/10/2010,New Haven,104 SPRINGSIDE AVENUE,120190,166000.0,0.724036145,Single Family,Single Family,0
100015,2010,11/16/2010,Westbrook,86 SPENCER PLAINS RD,218440,67750.0,3.224206642,Single Family,Single Family,0
100361,2010,9/26/2011,Trumbull,37 SHERMAN AVE,244700,265000.0,0.923396226,Single Family,Single Family,1
100423,2010,8/31/2011,Newington,19 BOGART LANE,245630,320000.0,0.76759375,Condo,Condo,1
100180,2010,3/17/2011,Enfield,51 LAURELS B11UB,173670,175000.0,0.9924,Condo,Condo,1
10508,2010,5/26/2011,Wethersfield,131 VALLEY VIEW DR,207200,290000.0,0.714482759,Single Family,Single Family,1
100313,2010,1/3/2011,Waterbury,364 FROST RD,121830,125000.0,0.97464,Two Family,Two Family,1
100166,2010,7/22/2011,Windham,52 WILSON ST,64320,85000.0,0.756705882,Single Family,Single Family,1
100024,2010,11/10/2010,New London,WOODLAWN RD,77000,46000.0,1.673913043,Nan,Nan,0
100042,2010,3/29/2011,East Granby,90 OLD COUNTRY RD,192100,325000.0,0.591076923,Single Family,Single Family,1
100273,2010,12/30/2010,Stamford,596 GLENBROOK ROAD # 22,378170,512500.0,0.737892683,Condo,Condo,0
100583,2010,8/17/2011,Stratford,240 LARKIN CT,87020,130000.0,0.669384615,Single Family,Single Family,1
10054,2010,11/9/2010,Southington,OLDE TOWNE VIL 9,133910,183000.0,0.731748634,Condo,Condo,0
100287,2010,6/20/2011,Shelton,23 DEERFIELD DR,237930,355000.0,0.670225352,Single Family,Single Family,1
100067,2010,6/2/2011,Woodstock,719 COUNTY RD,215670,335000.0,0.643791045,Single Family,Single Family,1
10381,2010,4/28/2011,Hartford,136-138 CLARK ST,57005,46000.0,1.23923913,Two Family,Two Family,1
100005,2010,10/19/2010,Westbrook,28 MELS RD,256000,325000.0,0.787692308,Single Family,Single Family,0
100304,2010,6/8/2011,Norwich,29-31 HEDGE AVE,153000,65000.0,2.353846154,Two Family,Two Family,1
100031,2010,1/31/2011,East Granby,"16 SEYMOUR RD, UNIT 17E",82000,111000.0,0.738738739,Condo,Condo,1
10513,2010,6/9/2011,Wethersfield,169 GARDEN ST,205200,289000.0,0.710034602,Single Family,Single Family,1
100825,2010,6/23/2011,Stamford,1288 ROCK RIMMON ROAD,620760,820000.0,0.75702439,Single Family,Single Family,1
10327,2010,1/18/2011,Orange,60 GRANNIS ROAD,273100,355000.0,0.769295775,Single Family,Single Family,1
10023,2010,6/29/2011,Willington,80 BOSTON TPKE,262290,315000.0,0.832666667,Single Family,Single Family,1
10070,2010,9/2/2011,Easton,78 MORNING GLORY DR,586320,678625.0,0.863982317,Single Family,Single Family,1
100046,2010,5/20/2011,Goshen,21 LAKE SHORE DRIVE,255710,250000.0,1.02284,Single Family,Single Family,1
100773,2010,8/15/2011,Norwalk,21 STRATHMORE LN,288540,332000.0,0.869096386,Condo,Condo,1
100258,2010,6/7/2011,Torrington,97 GINGER LN,173930,160000.0,1.0870625,Single Family,Single Family,1
100182,2010,8/24/2011,Windham,16 CHAPMAN ST,109480,95000.0,1.152421053,Nan,Nan,1
10032,2010,1/27/2011,East Haddam,65 HONEY HILL RD,218730,225000.0,0.972133333,Two Family,Two Family,1
100208,2010,2/25/2011,Meriden,29 STRAWBERRY HILL,10980,95000.0,0.115578947,Condo,Condo,1
100198,2010,9/29/2011,Windham,172 JACKSON ST,83940,40500.0,2.072592593,Two Family,Two Family,1
100208,2010,8/1/2011,East Haven,375 THOMPSON AVE,208530,201000.0,1.037462687,Single Family,Single Family,1
10695,2010,9/23/2011,New Haven,374 ORCHARD STREET,238630,320000.0,0.74571875,Nan,Nan,1
100055,2010,1/3/2011,East Haven,1 LYNN CT,169670,170000.0,0.998058824,Single Family,Single Family,1
100351,2010,10/22/2010,Wethersfield,175 FOREST DR,144600,103750.0,1.39373494,Single Family,Single Family,0
100231,2010,3/2/2011,Bristol,82 MARGERIE ST,150990,150000.0,1.0066,Three Family,Three Family,1
100068,2010,3/31/2011,Wolcott,MAP 113 LOT 1K PETERSON LN,62410,10000.0,6.241,Nan,Nan,1
10665,2010,9/2/2011,Milford,54 WILSON STREET,178280,150000.0,1.188533333,Single Family,Single Family,1
