Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Years until sold
100006,2010,11/17/2010,Barkhamsted,20 RIVER RD,110520,275000.0,0.401890909,Nan,Nan,0
100177,2010,3/1/2011,East Hartford,22 OLLMSTED STREET,168490,61500.0,2.739674797,Two Family,Two Family,1
10443,2010,12/30/2010,Bridgeport,7 YARRINGTON COURT,175380,5200.0,33.72692308,Three Family,Three Family,0
100441,2010,8/31/2011,East Hartford,16 NARRAGANSETT ROAD,16110,22900.0,0.70349345,Single Family,Single Family,1
100072,2010,12/16/2010,Cheshire,1100 NOTCH RD,177740,220000.0,0.807909091,Single Family,Single Family,0
100427,2010,7/27/2011,Middletown,79 CAMP ST,175920,238000.0,0.739159664,Single Family,Single Family,1
10594,2010,8/4/2011,Milford,46 PEARSON AVENUE,221090,264190.0,0.836859836,Single Family,Single Family,1
10052,2010,11/18/2010,Groton,2 LATHAM ST,50820,49000.0,1.037142857,Nan,Nan,0
100042,2010,11/19/2010,Cheshire,138 THORN HOLLOW RD,266150,369900.0,0.719518789,Condo,Condo,0
10135,2010,7/7/2011,Colchester,165 TAYLOR RD,211100,299000.0,0.706020067,Single Family,Single Family,1
100012,2010,10/29/2010,Griswold,8 ALICE RD,2320,55000.0,0.042181818,Nan,Nan,0
100004,2010,10/21/2010,Lebanon,159 LEONARDS BRIDGE RD,158270,165000.0,0.959212121,Single Family,Single Family,0
100127,2010,4/26/2011,East Lyme,1 KNICKERBOCKER LN,8750,505680.0,0.017303433,Nan,Nan,1
10519,2010,7/1/2011,Milford,62 SURF AVENUE,271060,199000.0,1.362110553,Single Family,Single Family,1
10131,2010,7/6/2011,Monroe,1 HIGHLAND DR,141120,195000.0,0.723692308,Condo,Condo,1
10603,2010,8/10/2011,Milford,11 BERTROSE AVENUE,187110,290000.0,0.645206897,Single Family,Single Family,1
100194,2010,3/11/2011,East Hartford,7 11 LINDEN ST,238110,180000.0,1.322833333,Two Family,Two Family,1
100126,2010,2/10/2011,Branford,54 GREENFIELD AVE,172300,238000.0,0.72394958,Single Family,Single Family,1
100315,2010,9/16/2011,Cheshire,368 SIR WALTER DR,219570,330000.0,0.665363636,Single Family,Single Family,1
100109,2010,3/22/2011,Guilford,10 RIDGEVIEW CIR,290130,370000.0,0.784135135,Single Family,Single Family,1
100076,2010,7/19/2011,Middlebury,143 COUNTRY CLUB RD,197700,176330.0,1.121193217,Single Family,Single Family,1
10007,2010,10/12/2010,Bloomfield,7 SCHUYLER LANE,384720,750000.0,0.51296,Single Family,Single Family,0
10801,2010,4/11/2011,Bridgeport,3955 MADISON AVENUE,122060,120000.0,1.017166667,Single Family,Single Family,1
10066,2010,1/31/2011,Darien,15 MIDBROOK LANE,1472170,1900000.0,0.774826316,Single Family,Single Family,1
10196,2010,9/28/2011,Brookfield,7 KIMBERLY DRIVE,412910,375000.0,1.101093333,Single Family,Single Family,1
10492,2010,9/29/2011,Glastonbury,97 FOOTE RD,321100,492000.0,0.652642276,Single Family,Single Family,1
10022,2010,4/15/2011,Bethany,54 BEAR HILL RD.,219560,325000.0,0.675569231,Single Family,Single Family,1
100028,2010,1/24/2011,Brooklyn,BAILEY WOODS RD,64300,36000.0,1.786111111,Nan,Nan,1
100054,2010,11/3/2010,New Britain,356 CHESTNUT ST,125930,233000.0,0.540472103,Three Family,Three Family,0
100240,2010,3/22/2011,Meriden,231,91870,129000.0,0.712170543,Single Family,Single Family,1
100402,2010,7/22/2011,Enfield,GEORGETOWN DR BCU10,87710,106500.0,0.823568075,Condo,Condo,1
10674,2010,3/3/2011,Bridgeport,85 DODD AVENUE,123310,157000.0,0.785414013,Single Family,Single Family,1
10004,2010,10/5/2010,East Windsor,17 OAKWOOD DR,209830,270000.0,0.777148148,Single Family,Single Family,0
100076,2010,6/27/2011,Litchfield,21 SOUTH ST,424880,450000.0,0.944177778,Nan,Nan,1
100212,2010,9/9/2011,Bethel,18 LOCKWOOD CIRCLE,4185410,435310.0,9.614780272,Condo,Condo,1
10008,2010,11/12/2010,Chester,62 RAILROAD AVE,263250,605000.0,0.435123967,Nan,Nan,0
10938,2010,5/12/2011,Bridgeport,767 MAPLE STREET,147080,40000.0,3.677,Three Family,Three Family,1
100011,2010,10/4/2010,Bristol,28 RUSS LA,99610,32000.0,3.1128125,Single Family,Single Family,0
100138,2010,1/31/2011,East Hartford,58-64 DEERFIELD AVENUE,209320,150000.0,1.395466667,Four Family,Four Family,1
100505,2010,6/21/2011,Danbury,11 POND CREST RD,296100,370000.0,0.80027027,Single Family,Single Family,1
100031,2010,11/23/2010,East Haven,147 DODGE AVE,131840,108000.0,1.220740741,Single Family,Single Family,0
10189,2010,6/27/2011,Darien,4 DEVONSHIRE DRIVE,426790,570000.0,0.748754386,Single Family,Single Family,1
100055,2010,4/28/2011,Litchfield,725 BANTAM RD,436570,628000.0,0.695175159,Nan,Nan,1
100004,2010,10/1/2010,New Britain,256 MAPLE ST,135800,80000.0,1.6975,Three Family,Three Family,0
100049,2010,12/17/2010,Guilford,WALDEN HILL RD,7000,10000.0,0.7,Nan,Nan,0
100552,2010,8/18/2011,New Britain,39 ALEXANDER RD,101640,139000.0,0.731223022,Single Family,Single Family,1
10194,2010,1/11/2011,Hartford,210-212 HILLSIDE AV,50199,105000.0,0.478085714,Two Family,Two Family,1
10262,2010,5/2/2011,Glastonbury,601 MANCHESTER RD,343100,385000.0,0.891168831,Single Family,Single Family,1
10041,2010,4/21/2011,Hebron,66 NORTHAM RD,177410,218000.0,0.813807339,Single Family,Single Family,1
100252,2010,4/19/2011,East Hartford,22 CANTERBURY STREET,113060,48000.0,2.355416667,Single Family,Single Family,1
100200,2010,12/23/2010,Danbury,32 CENTER ST,238800,255000.0,0.936470588,Two Family,Two Family,0
100231,2010,6/2/2011,Branford,9-1 FOXWOOD CROSSING,147200,200000.0,0.736,Condo,Condo,1
100092,2010,3/31/2011,Cromwell,278 MAIN STREET,200000,220000.0,0.909090909,Single Family,Single Family,1
10163,2010,5/31/2011,Madison,4 HAMPSHIRE ROAD,240400,225000.0,1.068444444,Condo,Condo,1
100513,2010,8/1/2011,New Britain,97 BASSETT ST,144620,166000.0,0.871204819,Single Family,Single Family,1
100049,2010,8/9/2011,Bolton,263 BOSTON TPKE,271460,350000.0,0.7756,Single Family,Single Family,1
100183,2010,1/19/2011,Bristol,65 RIDGE RD,141680,228000.0,0.621403509,Single Family,Single Family,1
100595,2010,7/28/2011,Danbury,10 WASHINGTON AV,226100,305000.0,0.741311475,Single Family,Single Family,1
100012,2010,3/8/2011,Kent,8 SUMNER RD,175500,136000.0,1.290441176,Single Family,Single Family,1
100055,2010,12/20/2010,New Canaan,72 GARIBALDI LANE,584360,625000.0,0.934976,Single Family,Single Family,0
100151,2010,1/14/2011,Meriden,23 CROWN VLG,32750,28000.0,1.169642857,Condo,Condo,1
10218,2010,3/16/2011,Glastonbury,128 BLUE HILLS TRL,462600,630000.0,0.734285714,Single Family,Single Family,1
10012,2010,10/4/2010,Bridgeport,630 PLATT STREET,132260,110000.0,1.202363636,Single Family,Single Family,0
100030,2010,6/27/2011,Lisbon,VERSAILLES RD,74430,85000.0,0.875647059,Nan,Nan,1
100126,2010,4/28/2011,Bethel,64J NASHVILLE ROAD,140770,126000.0,1.117222222,Single Family,Single Family,1
100080,2010,12/22/2010,Cheshire,40 SOUTHWICK CT #312,94500,139900.0,0.675482487,Condo,Condo,0
100048,2010,8/31/2011,Beacon Falls,9 THIRD ST,194000,24508.0,7.915782602,Single Family,Single Family,1
100001,2010,10/6/2010,Ashford,WESTFORD HILL RD,55400,85000.0,0.651764706,Nan,Nan,0
100713,2010,5/27/2011,Stamford,25 RACHELLE AVENUE,385450,525000.0,0.734190476,Single Family,Single Family,1
100081,2010,12/21/2010,Branford,267 EAST MAIN ST,325000,725000.0,0.448275862,Nan,Nan,0
100122,2010,2/18/2011,Cheshire,16 IVES HILL CT,149100,180000.0,0.828333333,Condo,Condo,1
100100,2010,12/23/2010,Enfield,39 WHITWORTH ST,77770,105000.0,0.740666667,Single Family,Single Family,0
101333,2010,8/7/2011,Bridgeport,136-140 HARBOR AVENUE,186760,139650.0,1.337343358,Three Family,Three Family,1
10002,2010,10/1/2010,Milford,12 NAUGATUCK AVENUE U A 13,473430,530000.0,0.893264151,Condo,Condo,0
100651,2010,8/17/2011,Danbury,112 LOGGING TRAIL RD,312100,425000.0,0.734352941,Condo,Condo,1
10409,2010,6/30/2011,Hamden,707 MIX AVE U:4-5,116830,160000.0,0.7301875,Condo,Condo,1
10100,2010,12/16/2010,Hamden,148 PUTNAM AVE,154700,217000.0,0.712903226,Single Family,Single Family,0
10227,2010,4/28/2011,Manchester,443-40 SOUTH MAIN STREET,184400,180000.0,1.024444444,Two Family,Two Family,1
100146,2010,3/31/2011,Cheshire,45 BELLAMY RD,296670,450000.0,0.659266667,Single Family,Single Family,1
10690,2010,9/27/2011,Hartford,37-39 WAYLAND ST,56927,112200.0,0.507370766,Three Family,Three Family,1
10060,2010,4/1/2011,Burlington,5 ROCK STREET,142030,245000.0,0.579714286,Four Family,Four Family,1
100263,2010,3/8/2011,New Britain,265-206 BURRITT ST,53410,51000.0,1.047254902,Condo,Condo,1
100073,2010,12/9/2010,Enfield,305 ASMEAD COMMONS,90580,133500.0,0.678501873,Condo,Condo,0
10507,2010,6/30/2011,Milford,580 BRIDGEPORT AVENUE,2576760,2262500.0,1.138899448,Nan,Nan,1
10062,2010,10/18/2010,Bridgeport,1184 LINDLEY STREET,122590,68000.0,1.802794118,Single Family,Single Family,0
10035,2010,12/14/2010,Monroe,1 STILLMEADOW CIR,168840,60000.0,2.814,Condo,Condo,0
10026,2010,11/19/2010,Brookfield,14 WHITE PINE DR,324580,385000.0,0.843064935,Single Family,Single Family,0
100207,2010,7/22/2011,Guilford,934 BOSTON POST RD,1285210,1650000.0,0.778915152,Nan,Nan,1
100006,2010,10/1/2010,Bristol,84 ROSEMONT AVE,107590,105000.0,1.024666667,Single Family,Single Family,0
100128,2010,12/17/2010,Bristol,189 REDSTONE HILL RD #16,196980,250000.0,0.78792,Single Family,Single Family,0
10004,2010,10/1/2010,Groton,100 STANTON LA,839370,960000.0,0.87434375,Single Family,Single Family,0
10261,2010,6/29/2011,Groton,375 ALLYN ST A-3,246400,245000.0,1.005714286,Condo,Condo,1
10154,2010,1/18/2011,Glastonbury,222 WILLIAMS ST E #203,65800,107000.0,0.614953271,Condo,Condo,1
10139,2010,7/18/2011,Monroe,293 PASTORS WALK,233940,255000.0,0.917411765,Single Family,Single Family,1
100172,2010,5/17/2011,New Canaan,499 COUNTRY CLUB ROAD,740390,1625000.0,0.455624615,Single Family,Single Family,1
10128,2010,2/7/2011,Groton,41 DEPOT RD,93940,55000.0,1.708,Single Family,Single Family,1
10044,2010,4/18/2011,Essex,54 HICKORY LANE,161600,234000.0,0.690598291,Single Family,Single Family,1
100480,2010,9/28/2011,Enfield,6 DICARDEE DR,119420,144000.0,0.829305556,Single Family,Single Family,1
100031,2010,1/6/2011,East Windsor,105 MEADOWVIEW DR,159450,215000.0,0.741627907,Condo,Condo,1
10225,2010,4/27/2011,Manchester,5 DONAHUE LANE,151900,189900.0,0.799894681,Condo,Condo,1
100058,2010,12/6/2010,Cheshire,36 WILDLIFE CT,281460,428100.0,0.65746321,Condo,Condo,0
10174,2010,11/16/2010,Bridgeport,243-245 LENOX AVENUE,122850,215000.0,0.571395349,Three Family,Three Family,0
100017,2010,10/25/2010,New Canaan,OLD ROCK LANE,54110,41715.0,1.297135323,Nan,Nan,0
100518,2010,9/15/2011,East Hartford,344 HILLS ST,104150,119900.0,0.868640534,Single Family,Single Family,1
101341,2010,8/18/2011,Bridgeport,2385 MADISON AVENUE,135950,88500.0,1.536158192,Single Family,Single Family,1
100073,2010,12/17/2010,Branford,12 MEADOW CIRCLE RD,174400,200000.0,0.872,Single Family,Single Family,0
100437,2010,5/16/2011,Danbury,166 OLD BROOKFIELD RD #9C1,170600,225350.0,0.757044597,Condo,Condo,1
100265,2010,6/30/2011,Branford,6 HART AVE,398400,585000.0,0.681025641,Single Family,Single Family,1
101183,2010,7/12/2011,Bridgeport,1054 & 1060-1062 RAILROAD AVE,100560,77000.0,1.305974026,Single Family,Single Family,1
100315,2010,8/10/2011,Branford,50 JOHNSONS POINT RD,413900,590000.0,0.701525424,Single Family,Single Family,1
10060,2010,1/25/2011,Brookfield,7 RIDGEVIEW TERRACE,467800,430000.0,1.087906977,Single Family,Single Family,1
10117,2010,12/23/2010,Glastonbury,25 BUTTERNUT DR,108000,128000.0,0.84375,Condo,Condo,0
10126,2010,2/7/2011,Groton,98 CHESTNUT  HILL RD,143570,120000.0,1.196416667,Single Family,Single Family,1
100102,2010,3/29/2011,East Lyme,38 HOPE ST #95,226450,280000.0,0.80875,Condo,Condo,1
10021,2010,12/28/2010,Canterbury,184 NO SOCIETY RD,154500,170000.0,0.908823529,Single Family,Single Family,0
10039,2010,11/15/2010,Bloomfield,7 LOUIS DRIVE,106750,165000.0,0.646969697,Single Family,Single Family,0
100122,2010,2/15/2011,Farmington,17 STREAM COURT,157500,212000.0,0.742924528,Condo,Condo,1
100046,2010,11/24/2010,Naugatuck,680 WOOSTER ST,286560,70000.0,4.093714286,Single Family,Single Family,0
10226,2010,7/22/2011,Darien,10 CHERRY STREET,556430,710000.0,0.783704225,Single Family,Single Family,1
100102,2010,6/1/2011,Mansfield,39 SAMUEL LANE,174300,210000.0,0.83,Condo,Condo,1
100031,2010,11/3/2010,Killingly,50 PUTNAM PIKE,171010,175000.0,0.9772,Single Family,Single Family,0
100282,2010,5/11/2011,East Hartford,138 JERRY RD,126060,148000.0,0.851756757,Single Family,Single Family,1
100020,2010,10/15/2010,East Hartford,355 O'CONNELL DR,114630,89900.0,1.275083426,Single Family,Single Family,0
101021,2010,6/2/2011,Bridgeport,707-713 WASHINGTON AVENUE,204160,102500.0,1.991804878,Condo,Condo,1
100060,2010,9/28/2011,Marlborough,27 BROOK CROSSING,575820,700000.0,0.8226,Single Family,Single Family,1
100099,2010,1/31/2011,Naugatuck,DORMAN DR LOT 2A,76500,60000.0,1.275,Nan,Nan,1
100161,2010,6/3/2011,East Haven,145 SILVER SANDS RD,269800,90000.0,2.997777778,Two Family,Two Family,1
100021,2010,11/8/2010,Guilford,13 WALL RD,195120,195000.0,1.000615385,Single Family,Single Family,0
100260,2010,7/7/2011,Naugatuck,56 BRIDGE ST,148380,215000.0,0.690139535,Nan,Nan,1
100209,2010,8/10/2011,East Lyme,58 GIANTS NECK RD,129710,163000.0,0.795766871,Single Family,Single Family,1
100475,2010,8/26/2011,Middletown,90 BIELEFIELD RD,170770,165000.0,1.034969697,Single Family,Single Family,1
100194,2010,6/7/2011,Killingly,1843 UPPER MAPLE ST,112070,140000.0,0.8005,Single Family,Single Family,1
10007,2010,10/14/2010,Darien,7 TOKENEKE ROAD,625870,600000.0,1.043116667,Nan,Nan,0
100017,2010,5/5/2011,Morris,8 EAST SHORE RD,241140,270000.0,0.893111111,Single Family,Single Family,1
10337,2010,9/20/2011,Groton,3 APPLE TREE LA,241360,225000.0,1.072711111,Single Family,Single Family,1
100073,2010,5/25/2011,Granby,13 STRONG RD,250480,309000.0,0.810614887,Single Family,Single Family,1
10886,2010,5/2/2011,Bridgeport,3575 OLD TOWN ROAD,127450,110000.0,1.158636364,Single Family,Single Family,1
100294,2010,8/25/2011,Naugatuck,138-1 LANTERN PARK DR,102200,56000.0,1.825,Condo,Condo,1
100309,2010,6/1/2011,East Hartford,40 HICKORY DR,147830,180000.0,0.821277778,Single Family,Single Family,1
101323,2010,8/15/2011,Bridgeport,65 PERRONETTE ST,15800,100000.0,0.158,Nan,Nan,1
10498,2010,1/18/2011,Bridgeport,2075 NORTH AVENUE,240650,120500.0,1.997095436,Nan,Nan,1
10214,2010,3/14/2011,Glastonbury,78 COLDBROOK RD,303700,175000.0,1.735428571,Single Family,Single Family,1
10066,2010,5/18/2011,Essex,29 PARTRIDGE LANE,268800,309000.0,0.869902913,Single Family,Single Family,1
100093,2010,2/17/2011,Guilford,WALNUT TREE,178190,389000.0,0.458071979,Nan,Nan,1
100165,2010,6/30/2011,Bethel,101F CHESTNUT STREET,163380,172500.0,0.947130435,Condo,Condo,1
10027,2010,12/8/2010,Burlington,8 FARM RIDGE,128030,509000.0,0.251532417,Single Family,Single Family,0
10050,2010,1/6/2011,Colchester,87 CRESTVIEW DR,145300,210000.0,0.691904762,Single Family,Single Family,1
100501,2010,6/20/2011,Danbury,SUNSET COVE RD,231000,302400.0,0.763888889,Single Family,Single Family,1
100017,2010,11/24/2010,Granby,2 RICKWOOD LN,198240,242500.0,0.817484536,Single Family,Single Family,0
100042,2010,11/22/2010,Naugatuck,39 RIDGELAND DR,151080,195000.0,0.774769231,Single Family,Single Family,0
10322,2010,6/21/2011,Manchester,11 BUTTERNUT ROAD,259400,330000.0,0.786060606,Single Family,Single Family,1
10636,2010,8/24/2011,Milford,49 ELGIN ROAD,258460,205750.0,1.25618469,Single Family,Single Family,1
100001,2010,10/1/2010,Marlborough,18 APACHE LN,166950,244000.0,0.684221311,Condo,Condo,0
100244,2010,8/8/2011,Killingly,22 WALNUT ST,103600,114900.0,0.901653612,Single Family,Single Family,1
10962,2010,5/17/2011,Bridgeport,208 NEWFIELD AVENUE,102590,90400.0,1.134845133,Single Family,Single Family,1
100021,2010,12/28/2010,Middlebury,802 CHARCOAL AVE,285400,255000.0,1.119215686,Single Family,Single Family,0
100314,2010,8/22/2011,New Canaan,47 OSBORN LANE,1267490,2000000.0,0.633745,Single Family,Single Family,1
10022,2010,11/29/2010,Burlington,17 ALICE LN,213500,240000.0,0.889583333,Single Family,Single Family,0
100009,2010,10/22/2010,Granby,62 GRANVILLE RD,269850,427500.0,0.63122807,Single Family,Single Family,0
100237,2010,8/24/2011,East Haven,98 MORGAN AVE,539950,678000.0,0.796386431,Single Family,Single Family,1
10002,2010,11/4/2010,Hampton,61 CALVIN BURNHAM RD,144650,182500.0,0.79260274,Single Family,Single Family,0
10101,2010,4/1/2011,Bloomfield,11-13 GILBERT AVENUE,110530,70000.0,1.579,Two Family,Two Family,1
10197,2010,4/27/2011,Groton,57 HUNTING RIDGE DR,186690,243000.0,0.768271605,Single Family,Single Family,1
100241,2010,9/9/2011,Guilford,541 SAW MILL RD,280420,350000.0,0.8012,Single Family,Single Family,1
100051,2010,11/10/2010,Middletown,39 LITTLE RIVER LA,124030,25000.0,4.9612,Single Family,Single Family,0
10065,2010,11/3/2010,Hartford,"77-79 GREEN ST,418-420,422-424",534750,575000.0,0.93,Nan,Nan,0
100383,2010,6/8/2011,Meriden,57 KENSINGTON HGTS,154190,138000.0,1.117318841,Two Family,Two Family,1
10069,2010,2/15/2011,Brookfield,51 CANDLEWOOD LAKE RD,220000,228010.0,0.964869962,Single Family,Single Family,1
100044,2010,1/19/2011,Ansonia,6 FIFTH ST,182900,90000.0,2.032222222,Three Family,Three Family,1
100108,2010,6/20/2011,Mansfield,59 MARYBELL DR,19670,55000.0,0.357636364,Single Family,Single Family,1
100126,2010,1/27/2011,Enfield,27 FREEMONT RD,135240,80000.0,1.6905,Single Family,Single Family,1
100693,2010,9/7/2011,Danbury,34A PADANARAM RD #216,106000,83000.0,1.277108434,Condo,Condo,1
100211,2010,7/29/2011,Guilford,2 ISLAND BAY CIR,555550,905000.0,0.613867403,Single Family,Single Family,1
100048,2010,8/2/2011,Bolton,1061 BOSTON TPKE,179260,218000.0,0.822293578,Single Family,Single Family,1
10163,2010,8/16/2011,Colchester,36 HI LEA FARM RD,276600,375000.0,0.7376,Single Family,Single Family,1
100102,2010,3/10/2011,Guilford,554 GOOSE LN,223310,306000.0,0.729771242,Single Family,Single Family,1
100175,2010,6/28/2011,Guilford,399 DURHAM RD,272780,220000.0,1.239909091,Single Family,Single Family,1
100363,2010,6/10/2011,Middletown,662 BOW LA,174900,165000.0,1.06,Single Family,Single Family,1
100131,2010,2/25/2011,Farmington,1-A2 TALCOTT RIDGE RD,92400,135000.0,0.684444444,Condo,Condo,1
10022,2010,11/9/2010,Cromwell,98 WEST STREET,149480,145000.0,1.030896552,Single Family,Single Family,0
10590,2010,8/3/2011,Milford,47 MINUTE MAN DRIVE,274180,246500.0,1.112292089,Single Family,Single Family,1
100243,2010,6/28/2011,Farmington,337 OLD MOUNTAIN RD,529120,580000.0,0.912275862,Single Family,Single Family,1
100173,2010,4/14/2011,Farmington,1 RIDGEVIEW DR,92120,546907.0,0.168438144,Single Family,Single Family,1
10028,2010,10/5/2010,Bridgeport,2660 NORTH AVENUE,120690,195000.0,0.618923077,Condo,Condo,0
10165,2010,7/12/2011,Bloomfield,92 WINTONBURY AVE,147420,189900.0,0.776303318,Single Family,Single Family,1
100038,2010,6/22/2011,Beacon Falls,11 NORTH CIRCLE,158240,222000.0,0.712792793,Single Family,Single Family,1
10286,2010,3/2/2011,Hartford,536 BLUE HILLS AV,38605,80000.0,0.4825625,Single Family,Single Family,1
100152,2010,6/1/2011,East Lyme,38 HOPE ST #11,98770,148000.0,0.667364865,Condo,Condo,1
100458,2010,7/20/2011,Bristol,465 SHRUB RD,224280,125500.0,1.787091633,Single Family,Single Family,1
10005,2010,10/12/2010,Monroe,22 WHITEWOOD DR,229180,180000.0,1.273222222,Single Family,Single Family,0
100061,2010,8/4/2011,Goshen,36 FLORA ROAD,225250,276000.0,0.816123188,Single Family,Single Family,1
10014,2010,12/6/2010,Derby,14-16 HAWTHORNE AVE,142450,44500.0,3.201123596,Two Family,Two Family,0
100299,2010,2/24/2011,Danbury,17 POND CREST RD,299000,385000.0,0.776623377,Single Family,Single Family,1
100025,2010,10/29/2010,Farmington,16 WINTONBURY DR,240120,370000.0,0.648972973,Single Family,Single Family,0
10689,2010,3/9/2011,Bridgeport,964-970 EAST MAIN STREET,260920,480000.0,0.543583333,Nan,Nan,1
101306,2010,8/9/2011,Bridgeport,484 GURDON STREET,127620,130500.0,0.977931034,Single Family,Single Family,1
100372,2010,6/1/2011,Bristol,2130 PERKINS ST,207450,250000.0,0.8298,Single Family,Single Family,1
10193,2010,9/28/2011,Colchester,110 VANCEDARFIELD RD,190000,264000.0,0.71969697,Single Family,Single Family,1
101040,2010,6/6/2011,Bridgeport,3200-1 PARK UNIT 9E,192980,104000.0,1.855576923,Single Family,Single Family,1
100632,2010,8/11/2011,Danbury,163 SOUTH ST #38,122900,97500.0,1.260512821,Condo,Condo,1
10258,2010,12/23/2010,Bridgeport,378-380 MAPLE STREET,136000,136000.0,1.0,Three Family,Three Family,0
100178,2010,7/1/2011,East Lyme,54 LAUREL HILL DR,237930,265000.0,0.897849057,Single Family,Single Family,1
100221,2010,7/11/2011,Berlin,222 HILLSIDE RD,323700,125000.0,2.5896,Single Family,Single Family,1
100084,2010,11/1/2010,Danbury,36 CANNONBALL DR,470600,708900.0,0.663845394,Single Family,Single Family,0
100076,2010,4/8/2011,Griswold,623 VOLUNTOWN RD,46690,40000.0,1.16725,Nan,Nan,1
100085,2010,1/14/2011,Berlin,0 CHAMBERLAIN HWY 25-4/74/52,3452,70000.0,0.049314286,Nan,Nan,1
100622,2010,9/29/2011,New Britain,723 EAST ST,176860,105000.0,1.684380952,Three Family,Three Family,1
100121,2010,3/25/2011,Berlin,19 BUTTERNUT LN,195500,260000.0,0.751923077,Single Family,Single Family,1
100186,2010,2/4/2011,Meriden,21 GALE AVE,128720,150000.0,0.858133333,Single Family,Single Family,1
10007,2010,10/15/2010,Monroe,32 INDIAN HILL RD,228830,330000.0,0.693424242,Single Family,Single Family,0
10444,2010,9/22/2011,Manchester,19 ANN STREET,108400,102000.0,1.062745098,Single Family,Single Family,1
100015,2010,3/2/2011,Bozrah,21 STANTON HILL ROAD,215960,257500.0,0.838679612,Single Family,Single Family,1
100290,2010,4/18/2011,Bristol,57 WILLOW BROOK RD,160650,200000.0,0.80325,Single Family,Single Family,1
100236,2010,4/29/2011,Enfield,1308 ENFIELD ST,117180,50000.0,2.3436,Single Family,Single Family,1
100244,2010,1/24/2011,Danbury,7003 HEARTWOOD LA,227900,319000.0,0.714420063,Condo,Condo,1
10438,2010,5/23/2011,Hartford,55-57 WILBUR ST,21000,23000.0,0.913043478,Nan,Nan,1
100122,2010,4/25/2011,East Lyme,20 SEA BREEZE AVE,267120,355000.0,0.752450704,Single Family,Single Family,1
100054,2010,12/1/2010,Killingly,34 VEZINA DR,179900,187000.0,0.962032086,Single Family,Single Family,0
100281,2010,7/27/2011,Farmington,1 FERNHURST,641740,805000.0,0.797192547,Single Family,Single Family,1
100248,2010,1/24/2011,Danbury,20 WARRINGTON RN,310900,345000.0,0.90115942,Condo,Condo,1
100245,2010,9/7/2011,East Haven,50 KIMBERLY AVE,160440,186000.0,0.862580645,Single Family,Single Family,1
100069,2010,10/28/2010,Danbury,14 MORTON ST #6,201500,279900.0,0.719899964,Condo,Condo,0
100064,2010,12/6/2010,Farmington,1 GARDEN PATH,159600,232500.0,0.686451613,Condo,Condo,0
10093,2010,4/13/2011,Brookfield,2 BLACKWOOD RD,280290,333000.0,0.841711712,Single Family,Single Family,1
100062,2010,5/19/2011,Brooklyn,55 POMFRET LANDING RD,45100,279900.0,0.161128975,Single Family,Single Family,1
100163,2010,5/2/2011,Avon,40 BYRON DRIVE,158370,205000.0,0.772536585,Condo,Condo,1
10323,2010,4/5/2011,Milford,8 MELBA STREET,259600,87500.0,2.966857143,Single Family,Single Family,1
10308,2010,6/7/2011,Glastonbury,9 MENLO PL,342400,505000.0,0.678019802,Condo,Condo,1
10106,2010,9/29/2011,Derby,105 ROOSEVELT DR,88760,30000.0,2.958666667,Two Family,Two Family,1
100325,2010,9/29/2011,Cheshire,180 EASTGATE DR,197430,50000.0,3.9486,Single Family,Single Family,1
100059,2010,11/15/2010,Trumbull,407 PITKIN HOLLOW,271800,377500.0,0.72,Condo,Condo,0
10071,2010,2/24/2011,Monroe,1151 MONROE TPKE,347060,317500.0,1.093102362,Single Family,Single Family,1
100315,2010,6/2/2011,East Hartford,414 HILLS STREET,152610,145000.0,1.052482759,Single Family,Single Family,1
100045,2010,12/7/2010,New Canaan,85 BANK STREET #26,669340,750000.0,0.892453333,Condo,Condo,0
10009,2010,10/14/2010,Madison,31 WEST WHARF ROAD,472900,400000.0,1.18225,Single Family,Single Family,0
10160,2010,3/14/2011,Groton,30 BERN CT,132440,170000.0,0.779058824,Single Family,Single Family,1
10246,2010,2/14/2011,Hartford,2 DEXTER ST,51483,195000.0,0.264015385,Two Family,Two Family,1
100245,2010,8/2/2011,Berlin,65 QUARRY LN,251300,349000.0,0.720057307,Condo,Condo,1
100209,2010,8/2/2011,East Haven,40 GRISWOLD ST,255120,299400.0,0.852104208,Single Family,Single Family,1
100013,2010,11/1/2010,Coventry,78 BARNSBEE LANE,142000,215000.0,0.660465116,Single Family,Single Family,0
100111,2010,2/7/2011,Naugatuck,267 PARK AVE,171710,185000.0,0.928162162,Single Family,Single Family,1
100113,2010,12/7/2010,Meriden,194 DEBBIE DR,76090,110000.0,0.691727273,Nan,Nan,0
100010,2010,11/4/2010,Redding,10 LONG RIDGE RDL,317400,399900.0,0.793698425,Single Family,Single Family,0
100248,2010,8/18/2011,Killingly,924 HARTFORD PIKE,83020,40000.0,2.0755,Single Family,Single Family,1
100093,2010,12/1/2010,Bristol,148 DALEY ST,172620,235000.0,0.734553191,Single Family,Single Family,0
100160,2010,6/1/2011,East Haven,3 DAVID DR,166810,182000.0,0.916538462,Single Family,Single Family,1
100107,2010,8/1/2011,Coventry,501 HIGH STREET,119200,188500.0,0.632360743,Single Family,Single Family,1
10310,2010,6/13/2011,Manchester,95 GIANNA DRIVE,166400,234900.0,0.708386547,Condo,Condo,1
